,nomes,idade,cidade,estado,cpf,cnpj,cpf_valido,cnpj_valido
5035,Joseph Lee,49,ABAETETUBA,PA,28799244055,57441183397901,True,True
5036,Sean Booker,77,ÁGUA BRANCA,PB,76030082043,71753432413033,True,True
5037,Judith Davis,85,ABREU E LIMA,PE,34954707005,74265209289865,True,True
5038,Bethany Montoya,87,ACAUÃ,PI,53580141015,12988679622400,True,True
5039,Daniel Hardin,75,ABATIÁ,PR,80583745040,04467336393332,True,True
5040,Kathryn Patel,67,ANGRA DOS REIS,RJ,54845910233,07662850160134,True,True
5041,Deanna Kidd,52,ACARI,RN,87624743590,94834297221300,True,True
5042,Michelle Duran,85,ALTA FLORESTA D'OESTE,RO,30264449010,67512013462750,True,True
5043,Meagan Johnson,50,AMAJARI,RR,25737552829,51606594376322,True,True
5044,Anthony Mckinney,63,ACEGUÁ,RS,14743113008,60398135494912,True,True
5045,Anthony Griffith,75,ABDON BATISTA,SC,96334482041,27438654045682,True,True
5046,Brittany Hernandez,30,AMPARO DE SÃO FRANCISCO,SE,95762329968,02545973785864,True,True
5047,Jessica Macias,58,ADAMANTINA,SP,93883453390,49312311498825,True,True
5048,Christopher Vasquez,32,ABREULÂNDIA,TO,86841381556,70541423305809,True,True
5049,Penny Owens,90,ACRELÂNDIA,AC,87860398303,88212904471671,True,True
5050,Derek Carr,77,ÁGUA BRANCA,AL,62853786226,10910825388740,True,True
5051,Brian Allen,78,ALVARÃES,AM,34551983764,68815719388090,True,True
5052,Rachael Berry,79,SERRA DO NAVIO,AP,25434220218,37664564788534,True,True
5053,Denise Johnson,32,ABAÍRA,BA,69685534578,53089569473544,True,True
5054,Whitney Hall,69,ABAIARA,CE,34969808694,26350880456512,True,True
5055,Linda Dominguez,63,BRASÍLIA,DF,01576846792,98572373863091,True,True
5056,Cynthia Johnson,58,AFONSO CLÁUDIO,ES,24269902523,15707891659866,True,True
5057,Brenda Sawyer,31,ABADIA DE GOIÁS,GO,91388208970,77592419162198,True,True
5058,Caleb James,83,AÇAILÂNDIA,MA,71908553359,93926546723509,True,True
5059,Jeffrey Rodriguez,42,ABADIA DOS DOURADOS,MG,45796961403,54361140839289,True,True
5060,Bradley Foley,22,ÁGUA CLARA,MS,13916138995,17094826971840,True,True
5061,Karen Blankenship,53,ACORIZAL,MT,26327257712,67453929729619,True,True
5062,Jordan Gregory,47,ABAETETUBA,PA,14946746706,74528352707815,True,True
5063,Stephen Lara,29,ÁGUA BRANCA,PB,94195370728,08130025091834,True,True
5064,Gregory Diaz,58,ABREU E LIMA,PE,59400240414,46584236767945,True,True
5065,James Lewis,27,ACAUÃ,PI,66467555317,73671610671990,True,True
5066,Timothy Meza,58,ABATIÁ,PR,85244517694,18086191449658,True,True
5067,Alice Hamilton,79,ANGRA DOS REIS,RJ,56443764005,06984046987267,True,True
5068,Justin Rowe,72,ACARI,RN,22684304726,72938593289703,True,True
5069,Patricia Fuller,49,ALTA FLORESTA D'OESTE,RO,97982656536,22317899739052,True,True
5070,Michael Johnson,65,AMAJARI,RR,98609645649,00338391122181,True,True
5071,Susan Graham,77,ACEGUÁ,RS,92240205008,00561868034499,True,True
5072,Daniel Horne,87,ABDON BATISTA,SC,94837923470,63906878416986,True,True
5073,Autumn Fry,28,AMPARO DE SÃO FRANCISCO,SE,88442406964,23394908192285,True,True
5074,Brian Forbes,25,ADAMANTINA,SP,80893767549,13781091839094,True,True
5075,Charles Huynh,54,ABREULÂNDIA,TO,94888209189,49625039503349,True,True
5076,Ann Hartman,88,ACRELÂNDIA,AC,68497051483,66977816233603,True,True
5077,George Ayers,31,ÁGUA BRANCA,AL,43214676750,03702121443830,True,True
5078,Sonia Tucker,72,ALVARÃES,AM,23744475883,12315831284652,True,True
5079,Elizabeth Turner,50,SERRA DO NAVIO,AP,66369902608,46631825876558,True,True
5080,Brian Wilson,82,ABAÍRA,BA,78641445943,80598595865908,True,True
5081,James Brown,63,ABAIARA,CE,74556076102,34834591298504,True,True
5082,Heather Smith,25,BRASÍLIA,DF,65250184634,41584285392200,True,True
5083,Philip Walls,57,AFONSO CLÁUDIO,ES,24319419570,14757479414860,True,True
5084,Brandon Owens,56,ABADIA DE GOIÁS,GO,49750755634,38800837316152,True,True
5085,Timothy Mckee,30,AÇAILÂNDIA,MA,42825799351,29926786273479,True,True
5086,Angela Joyce,34,ABADIA DOS DOURADOS,MG,68831289217,11187727605560,True,True
5087,Cynthia Edwards,67,ÁGUA CLARA,MS,60252207785,31327428349811,True,True
5088,Brenda Scott,29,ACORIZAL,MT,56752918490,51713158242747,True,True
5089,Rebekah Gonzales,67,ABAETETUBA,PA,02090124393,06371746988177,True,True
5090,Janet Martin,31,ÁGUA BRANCA,PB,56574880165,31383192294246,True,True
5091,James Williams,34,ABREU E LIMA,PE,97622863670,13984153627807,True,True
5092,Michelle May,76,ACAUÃ,PI,01202884784,54345769329890,True,True
5093,Erin Potts,18,ABATIÁ,PR,67184087194,73543072006866,True,True
5094,Joshua Beck,59,ANGRA DOS REIS,RJ,84330730367,07932100599447,True,True
5095,Ruth Dixon,43,ACARI,RN,23475582180,45676998991205,True,True
5096,Derek Davis,27,ALTA FLORESTA D'OESTE,RO,94560276005,52518127197646,True,True
5097,Nicole Washington,40,AMAJARI,RR,75786958787,20958737403088,True,True
5098,Megan Bishop,59,ACEGUÁ,RS,71858145023,84332470114318,True,True
5099,John Johnson,47,ABDON BATISTA,SC,73075063002,33801426567241,True,True
5100,Cameron Edwards,38,AMPARO DE SÃO FRANCISCO,SE,69382441115,59172728841709,True,True
5101,Marcus Reilly,34,ADAMANTINA,SP,19140656896,03144681669548,True,True
5102,Angela Gilbert,37,ABREULÂNDIA,TO,36660665935,21546436979149,True,True
5103,Timothy Nelson,64,ACRELÂNDIA,AC,21803526203,48329447695877,True,True
5104,Douglas Buckley,72,ÁGUA BRANCA,AL,54486250028,33787173355102,True,True
5105,Jason Burns,50,ALVARÃES,AM,69466146661,84374684959063,True,True
5106,Justin Turner,25,SERRA DO NAVIO,AP,28692922102,66986349128469,True,True
5107,Fernando Stevenson,71,ABAÍRA,BA,85950953967,05239714041365,True,True
5108,George Whitehead,62,ABAIARA,CE,59325844672,97439033941785,True,True
5109,Chelsea Adams,79,BRASÍLIA,DF,96852710033,95965987033441,True,True
5110,Matthew Walker,55,AFONSO CLÁUDIO,ES,30274486253,53861956502409,True,True
5111,Philip Werner,30,ABADIA DE GOIÁS,GO,81979244812,84664138481850,True,True
5112,Sheryl Murphy,30,AÇAILÂNDIA,MA,86786446728,70454866847584,True,True
5113,Daniel Johnson,43,ABADIA DOS DOURADOS,MG,44713735523,52938050529844,True,True
5114,Natasha Rogers,50,ÁGUA CLARA,MS,36797883717,14047235498036,True,True
5115,Victoria Thomas,33,ACORIZAL,MT,51679536001,40772574420223,True,True
5116,Ryan Wade,76,ABAETETUBA,PA,86935571650,70522488746331,True,True
5117,Claudia Nguyen,30,ÁGUA BRANCA,PB,46277415298,93155013595807,True,True
5118,Brittany Jones,27,ABREU E LIMA,PE,83306920606,64975044547585,True,True
5119,Lindsay Parker,40,ACAUÃ,PI,22275959904,19152620527504,True,True
5120,Maureen Blankenship,53,ABATIÁ,PR,21503806332,22362662690302,True,True
5121,Stephen Evans,80,ANGRA DOS REIS,RJ,87938497452,07510841851708,True,True
5122,Angela Hamilton,69,ACARI,RN,56571109867,31680265364650,True,True
5123,Keith Grant,63,ALTA FLORESTA D'OESTE,RO,15883274005,52215252905517,True,True
5124,Jeffrey Meadows,35,AMAJARI,RR,74049777460,35026734657778,True,True
5125,Nathan Frazier,29,ACEGUÁ,RS,44532564263,17975811140700,True,True
5126,Amanda Lester,84,ABDON BATISTA,SC,72631338227,39293046399416,True,True
5127,Steven Nielsen,26,AMPARO DE SÃO FRANCISCO,SE,17901548479,20840304392900,True,True
5128,Chad Hansen,41,ADAMANTINA,SP,39735060000,39773496501030,True,True
5129,Jason Valencia,25,ABREULÂNDIA,TO,38039534992,17720339026717,True,True
5130,Jane Fry,52,ACRELÂNDIA,AC,82057818187,54385912441014,True,True
5131,Carolyn Singh,47,ÁGUA BRANCA,AL,61454703563,25061258995740,True,True
5132,Natalie Gonzalez,65,ALVARÃES,AM,93160994473,36765720363158,True,True
5133,Hailey Hobbs,32,SERRA DO NAVIO,AP,61902899164,47429846396939,True,True
5134,Richard Hansen,55,ABAÍRA,BA,95386867563,60612603792846,True,True
5135,Jenna Brennan,54,ABAIARA,CE,45675501290,26689864096242,True,True
5136,Carmen Dyer,56,BRASÍLIA,DF,98133578604,87933788816452,True,True
5137,Mary Torres,59,AFONSO CLÁUDIO,ES,42019421801,77138088523318,True,True
5138,Terri White,24,ABADIA DE GOIÁS,GO,20022573968,21054561904557,True,True
5139,Lisa Vargas,66,AÇAILÂNDIA,MA,18253668538,61311411753026,True,True
5140,Derek Kirk,82,ABADIA DOS DOURADOS,MG,07696394614,35994415251024,True,True
5141,Steven Gordon,25,ÁGUA CLARA,MS,54618302852,41903213893210,True,True
5142,Elizabeth Walker,62,ACORIZAL,MT,97543258714,23297866946196,True,True
5143,Carlos Donovan,34,ABAETETUBA,PA,02411779950,03348564908770,True,True
5144,Amanda Walton,29,ÁGUA BRANCA,PB,82015565183,48222065039667,True,True
5145,Brenda Taylor,62,ABREU E LIMA,PE,85957218073,03215945379851,True,True
5146,Heather Khan,21,ACAUÃ,PI,48469116320,12162084142440,True,True
5147,Cathy Luna,33,ABATIÁ,PR,26790754806,33396147508154,True,True
5148,Kayla Maddox,69,ANGRA DOS REIS,RJ,51063188580,86942629639738,True,True
5149,Sara Bailey,74,ACARI,RN,38677147977,04677500529173,True,True
5150,Lisa Webb,45,ALTA FLORESTA D'OESTE,RO,85665066770,45645863980825,True,True
5151,Jessica Alvarado,65,AMAJARI,RR,79630571005,79559355469041,True,True
5152,James Thompson,50,ACEGUÁ,RS,59643606023,35819352289476,True,True
5153,Calvin Sloan,31,ABDON BATISTA,SC,30122003985,77806922061335,True,True
5154,Christopher Goodman,29,AMPARO DE SÃO FRANCISCO,SE,05729190930,23997940186794,True,True
5155,Kevin Miller,59,ADAMANTINA,SP,13873115069,39060270401209,True,True
5156,Jillian Gibson,19,ABREULÂNDIA,TO,94217084234,66772930169320,True,True
5157,Joshua Lopez,83,ACRELÂNDIA,AC,71528870719,01244516597876,True,True
5158,Ryan Rios,54,ÁGUA BRANCA,AL,19896802750,81116379698263,True,True
5159,Aaron Frank,63,ALVARÃES,AM,24776764580,92406880969659,True,True
5160,Andrew Coleman,85,SERRA DO NAVIO,AP,63619611416,42001586417491,True,True
5161,Steven Jones,26,ABAÍRA,BA,25030713255,81785069857135,True,True
5162,James Soto,56,ABAIARA,CE,93301110681,25987819639949,True,True
5163,David Mccarthy,88,BRASÍLIA,DF,73535456150,98622206806128,True,True
5164,Ronald Rivas,67,AFONSO CLÁUDIO,ES,43835037803,93126587310275,True,True
5165,Lauren Arnold,84,ABADIA DE GOIÁS,GO,87824195589,93438657493392,True,True
5166,Patrick Colon,65,AÇAILÂNDIA,MA,07813491840,22771859463315,True,True
5167,Victoria Cochran,68,ABADIA DOS DOURADOS,MG,75231668818,50919255582901,True,True
5168,Margaret Carroll,34,ÁGUA CLARA,MS,17886504844,91920195245685,True,True
5169,Carol Gray,58,ACORIZAL,MT,85253498109,32895895294054,True,True
5170,Frank Stanton,64,ABAETETUBA,PA,37306937863,76454511648706,True,True
5171,David Rodriguez,74,ÁGUA BRANCA,PB,59305030017,64798519185336,True,True
5172,Joseph Lewis,22,ABREU E LIMA,PE,58652022003,46243063006291,True,True
5173,John Brown,32,ACAUÃ,PI,58212697681,24363575002776,True,True
5174,Paula Jimenez,44,ABATIÁ,PR,33994463300,34555566449557,True,True
5175,Katherine Eaton,80,ANGRA DOS REIS,RJ,08543931452,95550238085925,True,True
5176,Jesse Christensen,81,ACARI,RN,11897972326,02821575892743,True,True
5177,William Norman,85,ALTA FLORESTA D'OESTE,RO,52286160805,98965803594972,True,True
5178,Erica Allen,18,AMAJARI,RR,49033380706,66266898397524,True,True
5179,Megan Lynch,39,ACEGUÁ,RS,27304951508,97841286083792,True,True
5180,Laura Cruz,73,ABDON BATISTA,SC,59256965739,99723217284284,True,True
5181,Stephen Curtis,43,AMPARO DE SÃO FRANCISCO,SE,10254612237,11819432161076,True,True
5182,Steven Michael,81,ADAMANTINA,SP,06419081564,01116678001926,True,True
5183,Jeffrey Bryant,51,ABREULÂNDIA,TO,31961908549,54705129588350,True,True
5184,Brooke Martin,39,ACRELÂNDIA,AC,79786336321,37582002562063,True,True
5185,Samuel Smith,62,ÁGUA BRANCA,AL,48433286005,07677120270808,True,True
5186,April Griffin,60,ALVARÃES,AM,98165542249,59036100102541,True,True
5187,Paul Martin,76,SERRA DO NAVIO,AP,50064227006,03165473435109,True,True
5188,Patricia Holt,26,ABAÍRA,BA,12054422606,48196185893530,True,True
5189,David Conrad,38,ABAIARA,CE,15403416820,89145282436091,True,True
5190,Charles Paul,86,BRASÍLIA,DF,25268582089,80514361736280,True,True
5191,Peter Zamora,34,AFONSO CLÁUDIO,ES,46336846989,50011455351722,True,True
5192,Robert Miller,52,ABADIA DE GOIÁS,GO,05153319539,93730509529988,True,True
5193,Christopher Crawford,78,AÇAILÂNDIA,MA,37980027469,71625000225399,True,True
5194,Christopher Ellis,45,ABADIA DOS DOURADOS,MG,31341269310,33805155746202,True,True
5195,Evan Owen,28,ÁGUA CLARA,MS,80740526642,09659487581064,True,True
5196,Peter Davis,49,ACORIZAL,MT,81090505655,99316344754753,True,True
5197,Kevin Clements,55,ABAETETUBA,PA,11389733947,41809599051777,True,True
5198,Robert Anderson,63,ÁGUA BRANCA,PB,32129153151,01883765691743,True,True
5199,Jennifer Davis,86,ABREU E LIMA,PE,07323994080,91891386363430,True,True
5200,Lauren Chavez,36,ACAUÃ,PI,28120427025,25087749239796,True,True
5201,Sean Miller,44,ABATIÁ,PR,82135397105,05169141216329,True,True
5202,James Johnson,37,ANGRA DOS REIS,RJ,23855497516,29340428475945,True,True
5203,Jennifer Taylor,69,ACARI,RN,77528055131,26114991099662,True,True
5204,Joseph Jones,65,ALTA FLORESTA D'OESTE,RO,57356696800,09688727038908,True,True
5205,Donna Wade,51,AMAJARI,RR,34711597204,32136356770410,True,True
5206,Kathryn Wilkinson,69,ACEGUÁ,RS,69590914462,79952369815034,True,True
5207,Ricky Brown,27,ABDON BATISTA,SC,16945337197,37931024034150,True,True
5208,Aaron Thomas,34,AMPARO DE SÃO FRANCISCO,SE,21321280572,74822631981603,True,True
5209,Erin Lane,87,ADAMANTINA,SP,33726012893,89536872092443,True,True
5210,Haley Thomas,28,ABREULÂNDIA,TO,91635991986,34385584273154,True,True
5211,Cory Jones,83,ACRELÂNDIA,AC,02564272592,46265980803452,True,True
5212,Paul Gray,19,ÁGUA BRANCA,AL,22248009593,01526088591671,True,True
5213,Blake Maldonado,21,ALVARÃES,AM,38082886200,31141600458701,True,True
5214,Michael Mahoney,49,SERRA DO NAVIO,AP,80260788619,61923134741349,True,True
5215,Barry Smith,20,ABAÍRA,BA,98531267293,39213160717024,True,True
5216,Joseph Taylor,18,ABAIARA,CE,54668709000,87316374902720,True,True
5217,Roberta Holmes,44,BRASÍLIA,DF,69034496805,88648942670364,True,True
5218,Amy Tate,80,AFONSO CLÁUDIO,ES,77853010699,61556688318940,True,True
5219,Ian Kennedy,24,ABADIA DE GOIÁS,GO,82913049397,90140028130240,True,True
5220,Michael Rosales,50,AÇAILÂNDIA,MA,87910355033,86866808433280,True,True
5221,Alicia Nichols,43,ABADIA DOS DOURADOS,MG,85363244306,96891296071682,True,True
5222,Heather Riley,48,ÁGUA CLARA,MS,12716221308,96753799753342,True,True
5223,Juan Allen,84,ACORIZAL,MT,69188764494,70584403057722,True,True
5224,Donald Roach,32,ABAETETUBA,PA,67573744390,12603660015500,True,True
5225,Jennifer Sanders,65,ÁGUA BRANCA,PB,68570573979,14282561823204,True,True
5226,Laura Avery,27,ABREU E LIMA,PE,91952692156,92868173102060,True,True
5227,Sophia Miller,63,ACAUÃ,PI,98281501154,96025245180299,True,True
5228,Kyle Johnson,55,ABATIÁ,PR,43492071988,09055982671306,True,True
5229,Tammy Williams,43,ANGRA DOS REIS,RJ,24927450902,99679092009444,True,True
5230,Rachel Woods,46,ACARI,RN,14796654607,61565321222023,True,True
5231,Angela Padilla,63,ALTA FLORESTA D'OESTE,RO,03746384460,35203900560256,True,True
5232,April Zamora,55,AMAJARI,RR,99843240529,86078529320300,True,True
5233,Leslie Velazquez,54,ACEGUÁ,RS,96817725127,05509980203360,True,True
5234,Michael Pittman,86,ABDON BATISTA,SC,99175054744,19746149387128,True,True
5235,Amy Moore,20,AMPARO DE SÃO FRANCISCO,SE,00861805330,87646379371171,True,True
5236,Jeffrey Williams,44,ADAMANTINA,SP,72322690210,30094977966781,True,True
5237,Christine Adams,42,ABREULÂNDIA,TO,41307824447,07394239971650,True,True
5238,Kevin Johnson,39,ACRELÂNDIA,AC,36256878523,85570678433352,True,True
5239,Trevor Tyler,74,ÁGUA BRANCA,AL,86484891052,18806164354814,True,True
5240,William Bender,47,ALVARÃES,AM,54257960213,75696887729080,True,True
5241,Regina Jones,78,SERRA DO NAVIO,AP,48559394206,54104588426729,True,True
5242,Pamela Hill,29,ABAÍRA,BA,19716158033,11666762557819,True,True
5243,Manuel James,60,ABAIARA,CE,33384473027,11465615437630,True,True
5244,Kevin Shelton,57,BRASÍLIA,DF,79752149146,94144197723021,True,True
5245,Natalie Hawkins,69,AFONSO CLÁUDIO,ES,94422817124,25919822030785,True,True
5246,Nicole Lee,45,ABADIA DE GOIÁS,GO,39446037379,26519998404130,True,True
5247,Jamie Jackson,35,AÇAILÂNDIA,MA,20869798510,89070454607500,True,True
5248,Jamie Coleman,38,ABADIA DOS DOURADOS,MG,57658651435,02106345324303,True,True
5249,Connie Suarez,32,ÁGUA CLARA,MS,37729634554,63091560590757,True,True
5250,Karen Charles,50,ACORIZAL,MT,64620212849,91966805947449,True,True
5251,Kimberly Harrison,21,ABAETETUBA,PA,04288427550,25702895591909,True,True
5252,Tina Carroll,79,ÁGUA BRANCA,PB,11265912467,71098794961167,True,True
5253,Tara Cobb,81,ABREU E LIMA,PE,61829757768,43195290328311,True,True
5254,Charles Griffin,38,ACAUÃ,PI,30125084498,76426662339952,True,True
5255,Jacqueline Graves,72,ABATIÁ,PR,87402309029,83394320161293,True,True
5256,Thomas Thomas,87,ANGRA DOS REIS,RJ,16873091839,87186376297024,True,True
5257,Mark Bond,76,ACARI,RN,48018300640,06660649080046,True,True
5258,Traci Sandoval,63,ALTA FLORESTA D'OESTE,RO,84619880604,53134531315045,True,True
5259,Kevin Brown,86,AMAJARI,RR,53216224422,47855736763605,True,True
5260,Alexander Colon,39,ACEGUÁ,RS,74639509219,22015771916424,True,True
5261,Daniel Sanders,54,ABDON BATISTA,SC,92380097674,76074457217195,True,True
5262,Mathew Rodriguez,28,AMPARO DE SÃO FRANCISCO,SE,40011956909,42846243376306,True,True
5263,Barbara Bell,55,ADAMANTINA,SP,33636273353,90531455736130,True,True
5264,Jessica Kent,62,ABREULÂNDIA,TO,55713977722,16489461685536,True,True
5265,Debra Lane,69,ACRELÂNDIA,AC,33061934537,41694819460184,True,True
5266,Robert Johnston,83,ÁGUA BRANCA,AL,57454827292,45109216754629,True,True
5267,Lydia Williams,66,ALVARÃES,AM,26130390947,73021359863079,True,True
5268,Ronald Little,60,SERRA DO NAVIO,AP,88218593632,29064171657203,True,True
5269,Stephanie Young,62,ABAÍRA,BA,39974946816,95981150042304,True,True
5270,Tara Riley,48,ABAIARA,CE,59328193400,25954522503651,True,True
5271,Ryan Preston,36,BRASÍLIA,DF,80574046631,83368062462203,True,True
5272,Michael Christian,45,AFONSO CLÁUDIO,ES,82888979241,66064835399458,True,True
5273,April Salazar,45,ABADIA DE GOIÁS,GO,77086557226,46317837696440,True,True
5274,James Brown,31,AÇAILÂNDIA,MA,91868412890,85944196253090,True,True
5275,Richard Preston,45,ABADIA DOS DOURADOS,MG,02217228234,46338625036350,True,True
5276,Steven Taylor,50,ÁGUA CLARA,MS,31770473327,09391226433910,True,True
5277,James Bowman,73,ACORIZAL,MT,28030144083,68944314182780,True,True
5278,Janet Wells,40,ABAETETUBA,PA,19882242090,39244352301160,True,True
5279,Shirley Yu,25,ÁGUA BRANCA,PB,70826748058,35537779084405,True,True
5280,Jordan Green,50,ABREU E LIMA,PE,97180199010,57691065623897,True,True
5281,Matthew Lewis,62,ACAUÃ,PI,33893657967,91982318708483,True,True
5282,Ashley Arnold,77,ABATIÁ,PR,73455202420,79670088863573,True,True
5283,Julia Stuart,88,ANGRA DOS REIS,RJ,92071769473,53437923646276,True,True
5284,Dawn Kaiser,67,ACARI,RN,04055731116,88314822189703,True,True
5285,Joseph Ortiz,25,ALTA FLORESTA D'OESTE,RO,41536055905,93156030760053,True,True
5286,Kelly Briggs,69,AMAJARI,RR,57810424076,37672887715009,True,True
5287,Rebecca Freeman,47,ACEGUÁ,RS,02536830179,56762171606507,True,True
5288,Joe Hampton,57,ABDON BATISTA,SC,81282366874,00116292713196,True,True
5289,Guy Smith,70,AMPARO DE SÃO FRANCISCO,SE,94433842486,60300501410950,True,True
5290,Kyle Hawkins,86,ADAMANTINA,SP,23284319840,34008918248818,True,True
5291,Crystal Summers,76,ABREULÂNDIA,TO,18444183750,41568456265192,True,True
5292,April Castaneda,49,ACRELÂNDIA,AC,28534305617,32879957164173,True,True
5293,Eric Newman,50,ÁGUA BRANCA,AL,32795773309,98786319789485,True,True
5294,Amy Dominguez,66,ALVARÃES,AM,82320642005,20597290121322,True,True
5295,Wesley Garcia,65,SERRA DO NAVIO,AP,50036467120,21936818078890,True,True
5296,Rebecca Flynn,22,ABAÍRA,BA,96996223695,67564529265595,True,True
5297,Cameron Banks,53,ABAIARA,CE,58942928242,13841869052763,True,True
5298,Kathy Gomez,65,BRASÍLIA,DF,55030780394,55610315021140,True,True
5299,Eugene Martin,27,AFONSO CLÁUDIO,ES,09740974031,66054064184055,True,True
5300,Kelly Navarro,64,ABADIA DE GOIÁS,GO,94954135915,56049994600702,True,True
5301,Johnny Moore,43,AÇAILÂNDIA,MA,14097326902,44531077102918,True,True
5302,Christopher Arnold,66,ABADIA DOS DOURADOS,MG,48621356171,60449584932052,True,True
5303,Andrew Townsend,35,ÁGUA CLARA,MS,80153080116,69132620942682,True,True
5304,Katie Cruz,90,ACORIZAL,MT,15924299392,87653203487951,True,True
5305,Christopher Williams,69,ABAETETUBA,PA,58534815763,24573386248131,True,True
5306,Maria Newman,60,ÁGUA BRANCA,PB,20332076849,73898212476106,True,True
5307,William Casey,58,ABREU E LIMA,PE,46772273494,36228326754880,True,True
